"RIX","alias","ID","day","isotype","virus","antigen","AUC"
"CC072xCC075","X16521x3260","49","DRECHAL","IgG2ac","SARS","N",1.44897376104553
"CC072xCC075","X16521x3260","15","D29","IgG2ac","SARS","N",-0.0314084850188786
"CC072xCC075","X16521x3260","10","D29","IgG2ac","SARS","N",0.691573284902663
"CC072xCC075","X16521x3260","4","D29","IgG2ac","SARS","N",0.163963567656104
"CC072xCC075","X16521x3260","62","D15","IgG2ac","SARS","N",0.596341613081583
"CC072xCC075","X16521x3260","59","D15","IgG2ac","SARS","N",0.285270540505359
"CC072xCC075","X16521x3260","58","D15","IgG2ac","SARS","N",0.351652590368844
"CC072xCC075","X16521x3260","52","DRECHAL","TotalG","SARS","N",2.94077339706062
"CC072xCC075","X16521x3260","49","DRECHAL","TotalG","SARS","N",3.39562279500426
"CC072xCC075","X16521x3260","15","D29","TotalG","SARS","N",0.0115162139529456
"CC072xCC075","X16521x3260","10","D29","TotalG","SARS","N",2.85010014027293
"CC072xCC075","X16521x3260","4","D29","TotalG","SARS","N",1.53764945417361
"CC072xCC075","X16521x3260","59","D15","TotalG","SARS","N",1.24765922734816
"CC072xCC075","X16521x3260","58","D15","TotalG","SARS","N",1.13966701221023
"CC072xCC075","X16521x3260","52","DRECHAL","IgG2ac","SARS","S",2.98966323178616
"CC072xCC075","X16521x3260","49","DRECHAL","IgG2ac","SARS","S",1.22009017089745
"CC072xCC075","X16521x3260","15","D29","IgG2ac","SARS","S",-0.0321470456462385
"CC072xCC075","X16521x3260","10","D29","IgG2ac","SARS","S",0.0073365163868702
"CC040xCC015","X16557x3154","89","DRECHAL","IgG2ac","SARS","S",6.38627362107456
"CC072xCC075","X16521x3260","4","D29","IgG2ac","SARS","S",-0.00351643796689133
"CC072xCC075","X16521x3260","62","D15","IgG2ac","SARS","S",1.93815057424333
"CC072xCC075","X16521x3260","58","D15","IgG2ac","SARS","S",1.1362263232994
"CC072xCC075","X16521x3260","52","DRECHAL","TotalG","SARS","S",6.81131559814106
"CC001xCC074","X13140x3015","43","D29","IgG1","SARS","N",1.92445021025841
"CC072xCC075","X16521x3260","49","DRECHAL","TotalG","SARS","S",5.85109991625898
"NAxCC060","X18018x3460","134","DRECHAL","IgG2ac","SARS","S",5.68338112599468
"CC072xCC075","X16521x3260","4","D29","TotalG","SARS","S",4.29628961101356
"CC072xCC075","X16521x3260","59","D15","TotalG","SARS","S",5.76837779359851
"CC072xCC075","X16521x3260","58","D15","TotalG","SARS","S",6.14680915736265
"CC019xCC004","X16513x16188","85","DRECHAL","IgG2ac","SARS","N",2.88012635141438
"CC059xNA","X16012x15119","155","D15","TotalG","SARS","N",2.67078361826306
"CC019xCC004","X16513x16188","84","DRECHAL","IgG2ac","SARS","N",3.5434366566598
"CC019xCC004","X16513x16188","127","D29","IgG2ac","SARS","N",3.22414234135338
"CC019xCC004","X16513x16188","126","D29","IgG2ac","SARS","N",3.90494931420263
"CC019xCC004","X16513x16188","123","D29","IgG2ac","SARS","N",3.90779605179195
"CC019xCC004","X16513x16188","69","D15","IgG2ac","SARS","N",2.8329006723438
"CC019xCC004","X16513x16188","65","D15","IgG2ac","SARS","N",2.05673452837633
"CC019xCC004","X16513x16188","64","D15","IgG2ac","SARS","N",2.52659036709838
"CC019xCC004","X16513x16188","84","DRECHAL","TotalG","SARS","N",4.24609770393254
"CC019xCC004","X16513x16188","128","D29","TotalG","SARS","N",4.58110324865515
"CC019xCC004","X16513x16188","127","D29","TotalG","SARS","N",4.18953217607891
"CC019xCC004","X16513x16188","126","D29","TotalG","SARS","N",5.03110991344748
"CC019xCC004","X16513x16188","123","D29","TotalG","SARS","N",4.86736202767346
"CC019xCC004","X16513x16188","69","D15","TotalG","SARS","N",3.15992399911697
"CC019xCC004","X16513x16188","65","D15","TotalG","SARS","N",2.8714206667208
"CC019xCC004","X16513x16188","64","D15","TotalG","SARS","N",3.33593710468768
"CC019xCC004","X16513x16188","85","DRECHAL","IgG2ac","SARS","S",5.09391355390057
"CC019xCC004","X16513x16188","84","DRECHAL","IgG2ac","SARS","S",7.34573696471672
"CC012xCC038","X8005x8049","65","D29","IgG2ac","SARS","S",5.19373097196622
"CC019xCC004","X16513x16188","83","DRECHAL","IgG2ac","SARS","S",9.37797350921857
"CC019xCC004","X16513x16188","127","D29","IgG2ac","SARS","S",8.03666788045298
"CC019xCC004","X16513x16188","126","D29","IgG2ac","SARS","S",9.95931624236988
"CC019xCC004","X16513x16188","65","D15","IgG2ac","SARS","S",5.91899529570714
"CC019xCC004","X16513x16188","64","D15","IgG2ac","SARS","S",7.4115990202032
"CC003xCC051","X13067x16912","72","DRECHAL","IgG2ac","SARS","N",1.34678118192268
"CC019xCC004","X16513x16188","85","DRECHAL","TotalG","SARS","S",5.88591355390057
"CC019xCC004","X16513x16188","83","DRECHAL","TotalG","SARS","S",9.14074606584944
"CC019xCC004","X16513x16188","128","D29","TotalG","SARS","S",7.67083158808006
"CC019xCC004","X16513x16188","126","D29","TotalG","SARS","S",10.8665594516641
"CC019xCC004","X16513x16188","123","D29","TotalG","SARS","S",10.0961363207899
"CC019xCC004","X16513x16188","69","D15","TotalG","SARS","S",6.89682514730167
"CC019xCC002","X16513x15156","98","DRECHAL","IgG2ac","SARS","S",3.87440400473996
"CC068xCC043","X16768x8021","41","D15","TotalG","SARS","N",3.36605438278237
"CC019xCC004","X16513x16188","65","D15","TotalG","SARS","S",6.88424029711289
"CC019xCC004","X16513x16188","64","D15","TotalG","SARS","S",8.81330425686888
"NAxCC027","X16543x8027","85","DRECHAL","IgG2ac","SARS","N",1.72824452556484
"NAxCC027","X16543x8027","118","D29","IgG2ac","SARS","N",1.80558126596565
"NAxCC027","X16543x8027","117","D29","IgG2ac","SARS","N",3.35613612458894
"NAxCC027","X16543x8027","68","D15","IgG2ac","SARS","N",2.2836394569851
"NAxCC027","X16543x8027","116","D10","IgG2ac","SARS","N",2.82995620300891
"NAxCC027","X16543x8027","85","DRECHAL","TotalG","SARS","N",2.10017521728716
"NAxCC027","X16543x8027","117","D29","TotalG","SARS","N",3.01760280062726
"NAxCC027","X16543x8027","102","D29","TotalG","SARS","N",2.14249529570713
"NAxCC027","X16543x8027","77","D15","TotalG","SARS","N",0.570086390473382
"NAxCC027","X16543x8027","112","D10","TotalG","SARS","N",1.42982005060696
"NAxCC027","X16543x8027","101","D10","TotalG","SARS","N",3.14317143686309
"NAxCC060","X18018x3460","125","DRECHAL","TotalG","SARS","S",6.83598552253259
"CC006xCC039","X16750x15155","6","D15","IgG2ac","SARS","N",0.334012209514941
"NAxCC027","X16543x8027","85","DRECHAL","IgG2ac","SARS","S",7.74332492328773
"NAxCC027","X16543x8027","102","D29","IgG2ac","SARS","S",8.19521697033972
"CC015xCC018","X3154x3609","21","D15","TotalG","SARS","N",3.62195287061274
"NAxCC027","X16543x8027","77","D15","IgG2ac","SARS","S",7.25862567937255
"NAxCC027","X16543x8027","68","D15","IgG2ac","SARS","S",7.64903749678759
"CC015xCC018","X3154x3609","62","D10","TotalG","SARS","N",2.71571232167289
"CC032xCC017","X8002x3032","60","D29","IgG1","SARS","S",2.47662391507399
"NAxCC027","X16543x8027","116","D10","IgG2ac","SARS","S",5.76115833129237
"CC040xCC003","X16557x13067","43","D15","TotalG","SARS","S",1.7765350604472
"NAxCC027","X16543x8027","101","D10","IgG2ac","SARS","S",4.9379526465988
"NAxCC027","X16543x8027","85","DRECHAL","TotalG","SARS","S",7.71842265503329
"NAxCC027","X16543x8027","118","D29","TotalG","SARS","S",7.31230870933479
"CC032xCC017","X8002x3032","60","D29","IgG3","SARS","N",0.056980005622996
"NAxCC027","X16543x8027","77","D15","TotalG","SARS","S",6.97310613302343
"NAxCC027","X16543x8027","68","D15","TotalG","SARS","S",7.70399795606147
"NAxCC027","X16543x8027","116","D10","TotalG","SARS","S",6.0655246152308
"NAxCC027","X16543x8027","112","D10","TotalG","SARS","S",5.69116499608471
"NAxCC027","X16543x8027","101","D10","TotalG","SARS","S",6.32197885774025
"CC041xCC016","X16441x8024","74","DRECHAL","IgG2ac","SARS","N",2.07764990220149
"CC041xCC016","X16441x8024","72","DRECHAL","IgG2ac","SARS","N",3.13100618895142
"CC041xCC016","X16441x8024","71","DRECHAL","IgG2ac","SARS","N",2.27587535725815
"CC041xCC016","X16441x8024","22","D29","IgG2ac","SARS","N",1.10759815196044
"CC041xCC016","X16441x8024","18","D29","IgG2ac","SARS","N",1.39904816601793
"CC032xCC017","X8002x3032","31","DRECHAL","IgG2b","SARS","S",2.607691879268
"CC041xCC016","X16441x8024","68","D15","IgG2ac","SARS","N",1.96608392631998
"CC041xCC016","X16441x8024","67","D15","IgG2ac","SARS","N",2.11939756396157
"CC041xCC016","X16441x8024","121","D10","IgG2ac","SARS","N",0.531338056671472
"CC041xCC016","X16441x8024","120","D10","IgG2ac","SARS","N",1.17806860842282
"CC041xCC016","X16441x8024","118","D10","IgG2ac","SARS","N",0.746105488794608
"CC041xCC016","X16441x8024","117","D10","IgG2ac","SARS","N",0.48368479426079
"CC041xCC016","X16441x8024","74","DRECHAL","TotalG","SARS","N",2.72626185958751
"CC041xCC016","X16441x8024","73","DRECHAL","TotalG","SARS","N",4.4677583031774
"CC041xCC016","X16441x8024","72","DRECHAL","TotalG","SARS","N",4.62496398787098
"CC041xCC012","X16441x8005","60","D15","TotalG","SARS","N",3.01506748835309
"CC041xCC016","X16441x8024","71","DRECHAL","TotalG","SARS","N",3.66696421188492
"CC041xCC016","X16441x8024","22","D29","TotalG","SARS","N",5.92483514449018
"CC012xCC038","X8005x8049","97","D15","IgG2ac","SARS","N",0.844811621516078
"CC041xCC016","X16441x8024","19","D29","TotalG","SARS","N",6.30035802323546
"CC027xCC045","X8027x8045","154","D29","TotalG","SARS","S",0.773211453430129
"CC068xCC043","X16768x8021","41","D15","IgG2ac","SARS","N",2.53112990782449
"CC041xCC016","X16441x8024","18","D29","TotalG","SARS","N",6.07547241696186
"CC041xCC016","X16441x8024","68","D15","TotalG","SARS","N",7.26220742117911
"CC041xCC016","X16441x8024","67","D15","TotalG","SARS","N",7.3740210588207
"CC041xCC016","X16441x8024","119","D10","TotalG","SARS","N",1.91536314774319
"CC041xCC016","X16441x8024","118","D10","TotalG","SARS","N",1.41301685818176
"CC041xCC016","X16441x8024","117","D10","TotalG","SARS","N",2.04211481394128
"CC041xCC016","X16441x8024","74","DRECHAL","IgG2ac","SARS","S",4.90452195487648
"CC041xCC016","X16441x8024","73","DRECHAL","IgG2ac","SARS","S",5.79144332145214
"CC041xCC016","X16441x8024","72","DRECHAL","IgG2ac","SARS","S",7.04038112599468
"CC041xCC016","X16441x8024","71","DRECHAL","IgG2ac","SARS","S",6.07512968381054
"CC041xCC016","X16441x8024","22","D29","IgG2ac","SARS","S",7.37000817726392
"CC041xCC016","X16441x8024","19","D29","IgG2ac","SARS","S",6.27308681068825
"CC041xCC016","X16441x8024","18","D29","IgG2ac","SARS","S",7.14573674070276
"CC041xCC016","X16441x8024","70","D15","IgG2ac","SARS","S",4.73463923297115
"CC041xCC016","X16441x8024","68","D15","IgG2ac","SARS","S",5.17011302182971
"CC041xCC016","X16441x8024","67","D15","IgG2ac","SARS","S",4.98475317866967
"CC041xCC016","X16441x8024","119","D10","IgG2ac","SARS","S",4.31930604898045
"CC041xCC016","X16441x8024","117","D10","IgG2ac","SARS","S",2.76367233291888
"CC041xCC016","X16441x8024","74","DRECHAL","TotalG","SARS","S",6.34352483924475
"CC041xCC016","X16441x8024","73","DRECHAL","TotalG","SARS","S",7.71694287342425
"CC041xCC016","X16441x8024","72","DRECHAL","TotalG","SARS","S",8.16344620582041
"CC041xCC016","X16441x8024","71","DRECHAL","TotalG","SARS","S",7.69420764519305
"CC015xCC018","X3154x3609","56","DRECHAL","TotalG","SARS","N",3.57722097477772
"NAxCC060","X18018x3460","41","D29","IgG2ac","SARS","N",2.55079005904145
"CC041xCC016","X16441x8024","22","D29","TotalG","SARS","S",9.57098440246286
"CC059xNA","X16012x15119","42","D29","IgG2ac","SARS","S",6.03859347548059
"CC041xCC016","X16441x8024","19","D29","TotalG","SARS","S",10.1431831983502
"CC041xCC016","X16441x8024","67","D15","TotalG","SARS","S",8.9839650801277
"CC041xCC016","X16441x8024","120","D10","TotalG","SARS","S",4.98084847407485
"CC041xCC016","X16441x8024","119","D10","TotalG","SARS","S",5.4232243071739
"CC005xCC040","X16211x16557","20","D29","IgG2ac","SARS","N",1.65047664541381
"CC005xCC040","X16211x16557","30","D15","IgG2ac","SARS","N",0.778033968190492
"CC012xCC038","X8005x8049","63","D29","IgG2ac","SARS","N",0.78530518073769
"CC005xCC040","X16211x16557","21","D15","IgG2ac","SARS","N",1.21573875682828
"CC005xCC040","X16211x16557","9","DRECHAL","TotalG","SARS","N",1.92350240852736
"CC005xCC040","X16211x16557","22","D29","TotalG","SARS","N",0.41555107819922
"CC060xCC006","X3460x16750","23","D29","IgG2ac","SARS","N",2.88665589495199
"CC005xCC040","X16211x16557","20","D29","TotalG","SARS","N",1.87413324022066
"CC008xCC018","X8036x3609","114","D15","TotalG","SARS","S",4.36900484486774
"CC037xCC046","X16072x5346","109","DRECHAL","TotalG","SARS","N",2.63071453399933
"CC005xCC040","X16211x16557","23","D29","IgG2ac","SARS","S",4.60305438278237
"CC005xCC040","X16211x16557","22","D29","IgG2ac","SARS","S",3.86290733713613
"CC018xCC065","X3609x5119","100","D15","IgG2ac","SARS","S",5.81204371355203
"CC005xCC040","X16211x16557","20","D29","IgG2ac","SARS","S",4.70525695909372
"CC036xCC051","X477x16912","62","D29","TotalG","SARS","S",6.05597908175419
"CC005xCC040","X16211x16557","30","D15","IgG2ac","SARS","S",5.27214256536732
"CC008xCC018","X8036x3609","118","DRECHAL","IgG2ac","SARS","N",0.153538644670334
"CC005xCC040","X16211x16557","29","D15","IgG2ac","SARS","S",4.83664900614571
"CC005xCC040","X16211x16557","12","DRECHAL","TotalG","SARS","S",6.08763923297116
"CC005xCC040","X16211x16557","10","DRECHAL","TotalG","SARS","S",5.94206726433915
"CC037xCC057","X16072x3393","39","D29","TotalG","SARS","N",5.27411635422589
"CC005xCC040","X16211x16557","23","D29","TotalG","SARS","S",5.76113923297115
"CC005xCC040","X16211x16557","22","D29","TotalG","SARS","S",5.00550529289564
"CC005xCC038","X16211x8049","111","DRECHAL","IgG2ac","SARS","N",4.01373741274461
"CC011xNA","X3252x8042","11","D15","TotalG","SARS","N",1.11687314493169
"CC019xCC002","X16513x15156","9","D29","IgG3","SARS","N",0.0258267432123138
"CC005xCC038","X16211x8049","80","D29","IgG2ac","SARS","N",4.50612301901821
"CC005xCC038","X16211x8049","79","D29","IgG2ac","SARS","N",4.42624074514078
"CC005xCC038","X16211x8049","106","D15","IgG2ac","SARS","N",4.46347930576814
"CC005xCC038","X16211x8049","117","DRECHAL","TotalG","SARS","N",5.35192089073474
"CC075xCC021","X3260x1566","41","D15","TotalG","SARS","N",0.104744777391803
"CC062xCC072","X5306x16521","106","D29","IgG2ac","SARS","N",0.688749650072571
"CC005xCC038","X16211x8049","112","DRECHAL","TotalG","SARS","N",6.31897642139986
"CC005xCC038","X16211x8049","106","D15","TotalG","SARS","N",5.39280271658429
"CC005xCC038","X16211x8049","105","D15","TotalG","SARS","N",4.45644998624447
"CC005xCC038","X16211x8049","104","D15","TotalG","SARS","N",3.39676073951779
"CC005xCC038","X16211x8049","78","D29","IgG2ac","SARS","S",7.52594642983437
"CC016xCC038","X8024x8049","5","D15","TotalG","SARS","S",5.37189089916924
"CC005xCC038","X16211x8049","112","DRECHAL","TotalG","SARS","S",7.5705306079813
"CC021xCC023","X1566x8043","56","D15","IgG2ac","SARS","S",2.80620476082478
"CC005xCC038","X16211x8049","79","D29","TotalG","SARS","S",8.1341614396746
"CC040xCC003","X16557x13067","44","D15","IgG2ac","SARS","S",5.31493332426363
"CC005xCC038","X16211x8049","106","D15","TotalG","SARS","S",6.61729249538184
"CC005xCC038","X16211x8049","104","D15","TotalG","SARS","S",6.61924362950905
"CC037xCC046","X16072x5346","92","D29","IgG2ac","SARS","N",0.344544861434779
"CC037xCC046","X16072x5346","108","DRECHAL","IgG2ac","SARS","N",0.307456678849823
"CC037xCC046","X16072x5346","107","DRECHAL","IgG2ac","SARS","N",0.952258975219236
"CC062xCC072","X5306x16521","91","DRECHAL","TotalG","SARS","N",5.5625674883531
"CC037xCC046","X16072x5346","91","D29","TotalG","SARS","N",5.22594309743818
"CC011xNA","X3252x8042","10","D15","IgG2ac","SARS","S",4.6456609916467
"CC037xCC046","X16072x5346","74","D15","TotalG","SARS","N",4.17010658105132
"CC037xCC046","X16072x5346","56","D15","TotalG","SARS","N",3.22788445839083
"CC037xCC046","X16072x5346","107","DRECHAL","IgG2ac","SARS","S",5.05964256536732
"CC005xCC038","X16211x8049","112","DRECHAL","IgG2ac","SARS","S",6.71758370230603
"CC037xCC046","X16072x5346","75","D15","IgG2ac","SARS","N",1.55927762551257
"CC010xCC015","X8018x3154","6","D15","IgG2A.2B","SARS","S",5.44956393194298
"CC037xCC046","X16072x5346","92","D29","IgG2ac","SARS","S",5.12666544411261
"CC005xCC038","X16211x8049","105","D15","IgG2ac","SARS","N",3.91776695628223
"CC005xCC040","X16211x16557","12","DRECHAL","IgG2ac","SARS","N",1.99174430155089
"CC015xCC018","X3154x3609","11","D29","TotalG","SARS","N",3.95202483924475
"CC037xCC046","X16072x5346","56","D15","IgG2ac","SARS","S",4.66608703470221
"CC003xCC051","X13067x16912","70","DRECHAL","TotalG","SARS","N",2.04050218451342
"CC037xCC046","X16072x5346","108","DRECHAL","TotalG","SARS","S",5.61880627299439
"CC037xCC046","X16072x5346","92","D29","TotalG","SARS","S",5.96314589776349
"CC037xCC057","X16072x3393","96","DRECHAL","IgG2ac","SARS","N",4.21676029148989
"CC037xCC057","X16072x3393","29","D29","IgG2ac","SARS","N",4.18394332145213
"CC037xCC057","X16072x3393","62","D15","IgG2ac","SARS","N",5.24572430717389
"CC037xCC057","X16072x3393","61","D15","IgG2ac","SARS","N",4.43454460960781
"CC037xCC057","X16072x3393","81","D10","IgG2ac","SARS","N",3.70715900333421
"CC037xCC057","X16072x3393","80","D10","IgG2ac","SARS","N",4.12339756396157
"CC037xCC057","X16072x3393","96","DRECHAL","TotalG","SARS","N",4.49040733713613
"CC037xCC057","X16072x3393","82","D10","TotalG","SARS","N",5.14033536850412
"CC037xCC057","X16072x3393","80","D10","TotalG","SARS","N",5.26584847407485
"CC037xCC057","X16072x3393","97","DRECHAL","IgG2ac","SARS","S",6.57687801761246
"CC059xNA","X16012x15119","146","D15","IgG2ac","SARS","N",1.42863458430433
"CC037xCC046","X16072x5346","86","D29","IgG2ac","SARS","S",6.07340711312218
"CC040xCC015","X16557x3154","89","DRECHAL","IgG2ac","SARS","N",2.26533892491424
"CC037xCC057","X16072x3393","96","DRECHAL","IgG2ac","SARS","S",6.22931893053724
"CC002xCC011","X15156x3252","118","D15","IgG2ac","SARS","S",3.50533693660174
"CC037xCC057","X16072x3393","39","D29","IgG2ac","SARS","S",7.36176939262261
"CC037xCC057","X16072x3393","38","D29","IgG2ac","SARS","S",6.37030893334873
"CC032xCC017","X8002x3032","60","DRECHAL","IgG1","SARS","S",0.611590170897446
"CC037xCC057","X16072x3393","82","D10","IgG2ac","SARS","S",4.2848582472494
"CC037xCC057","X16072x3393","29","D29","IgG2ac","SARS","S",6.73703438840537
"CC037xCC057","X16072x3393","62","D15","IgG2ac","SARS","S",7.44608014589593
"CC037xCC057","X16072x3393","81","D10","IgG2ac","SARS","S",4.24488112599468
"CC037xCC057","X16072x3393","80","D10","IgG2ac","SARS","S",4.84856415595692
"CC015xCC018","X3154x3609","3","D15","TotalG","SARS","S",4.72137779359852
"CC014xCC059","X3415x16012","99","D29","TotalG","SARS","N",0.7073551666802
"CC037xCC057","X16072x3393","39","D29","TotalG","SARS","S",6.62289733994763
"CC037xCC057","X16072x3393","61","D15","TotalG","SARS","S",6.81362612740043
"CC024xCC052","X8004x8052","40","D29","TotalG","SARS","N",2.79695821913443
"CC005xCC040","X16211x16557","21","D15","TotalG","SARS","S",4.68630271658429
"CC030xCC023","X8034x8043","159","D15","IgG2ac","SARS","N",-0.0204771212547197
"CC070xCC003","X16034x13067","104","DRECHAL","IgG2ac","SARS","N",0.379505544722607
"CC070xCC003","X16034x13067","98","DRECHAL","IgG2ac","SARS","N",0.830704340609902
"CC017xCC004","X3032x16188","74","DRECHAL","IgG2ac","SARS","N",3.72249551972108
"CC070xCC003","X16034x13067","103","D15","IgG2ac","SARS","N",0.01657507701423
"CC005xCC040","X16211x16557","10","DRECHAL","TotalG","SARS","N",2.41187490923024
"CC018xCC065","X3609x5119","100","D15","TotalG","SARS","S",7.45071274188777
"CC070xCC003","X16034x13067","104","DRECHAL","TotalG","SARS","N",1.6841059368225
"CC051xCC009","X16912x5489","123","DRECHAL","TotalG","SARS","N",3.35511080950327
"CC070xCC003","X16034x13067","96","D15","TotalG","SARS","N",0.830926463270371
"CC015xCC059","X3154x16012","36","D15","IgG2ac","SARS","N",0.765844497449861
"CC062xCC072","X5306x16521","92","DRECHAL","TotalG","SARS","S",7.01987779359852
"CC070xCC003","X16034x13067","105","DRECHAL","IgG2ac","SARS","S",2.76976564001158
"CC037xCC057","X16072x3393","38","D29","IgG2ac","SARS","N",4.34434847407487
"CC019xCC004","X16513x16188","123","D29","IgG2ac","SARS","S",9.18198706281716
"CC070xCC003","X16034x13067","104","DRECHAL","IgG2ac","SARS","S",3.49721276970077
"CC070xCC003","X16034x13067","103","D15","TotalG","SARS","N",0.253992663165825
"CC070xCC003","X16034x13067","50","D29","IgG2ac","SARS","S",2.14365102227122
"CC070xCC003","X16034x13067","97","D15","IgG2ac","SARS","S",2.54149731183265
"CC024xCC052","X8004x8052","41","D29","TotalG","SARS","S",5.91720921329067
"CC070xCC003","X16034x13067","105","DRECHAL","TotalG","SARS","S",4.00077185677602
"CC070xCC003","X16034x13067","53","D29","TotalG","SARS","S",4.88561481394128
"CC070xCC003","X16034x13067","50","D29","TotalG","SARS","S",3.43353041178038
"CC032xCC017","X8002x3032","51","D15","IgG2b","SARS","N",0.315247213732188
"CC029xCC027","X3564x8027","135","DRECHAL","TotalG","SARS","N",1.03345600680798
"CC070xCC003","X16034x13067","49","D29","TotalG","SARS","S",4.02282427905891
"CC015xCC059","X3154x16012","44","D29","TotalG","SARS","N",3.24746998062147
"CC028xCC030","X8016x8034","206","DRECHAL","TotalG","SARS","N",2.84084626174841
"CC070xCC003","X16034x13067","103","D15","TotalG","SARS","S",2.95743245602087
"CC002xCC011","X15156x3252","99","DRECHAL","IgG2ac","SARS","N",0.275299860029029
"CC002xCC011","X15156x3252","98","DRECHAL","IgG2ac","SARS","N",0.0696565948068489
"CC040xCC003","X16557x13067","46","D15","IgG2ac","SARS","S",5.49407726152765
"CC002xCC011","X15156x3252","96","DRECHAL","TotalG","SARS","N",2.32566233573038
"CC018xCC009","X3609x5489","128","DRECHAL","TotalG","SARS","S",6.19416188770249
"CC002xCC011","X15156x3252","118","D15","TotalG","SARS","N",3.00526029148989
"CC002xCC011","X15156x3252","111","D15","TotalG","SARS","N",2.05344376948003
"CC002xCC011","X15156x3252","96","DRECHAL","TotalG","SARS","S",6.18440355671207
"CC002xCC011","X15156x3252","118","D15","TotalG","SARS","S",5.31192976785351
"CC040xCC003","X16557x13067","46","D15","TotalG","SARS","N",2.75138135000863
"CC002xCC021","X15156x1566","216","DRECHAL","IgG2ac","SARS","N",0.347283646076084
"CC002xCC021","X15156x1566","130","D29","IgG2ac","SARS","N",0.193963791670049
"CC002xCC021","X15156x1566","270","D15","IgG2ac","SARS","N",0.41020501265174
"CC043xCC033","X8021x8033","64","D29","IgG2ac","SARS","S",5.82667922172516
"CC002xCC021","X15156x1566","106","D15","IgG2ac","SARS","N",0.17215015402846
"CC005xCC001","X16211x13140","38","D15","IgG2ac","SARS","S",2.17618521447566
"CC002xCC021","X15156x1566","273","D7","IgG2ac","SARS","N",0.231741669009582
"CC002xCC021","X15156x1566","216","DRECHAL","TotalG","SARS","N",0.793475329143152
"CC068xCC043","X16768x8021","151","D29","TotalG","SARS","S",5.45449218732492
"CC002xCC021","X15156x1566","130","D29","TotalG","SARS","N",0.2431303836654
"CC037xCC046","X16072x5346","75","D15","IgG2ac","SARS","S",4.35734847407484
"CC002xCC021","X15156x1566","102","D29","TotalG","SARS","N",0.429129935637506
"CC002xCC021","X15156x1566","101","D29","TotalG","SARS","N",0.636528199453942
"CC002xCC021","X15156x1566","279","D15","TotalG","SARS","N",0.433835620331086
"CC002xCC021","X15156x1566","270","D15","TotalG","SARS","N",0.706488434713876
"NAxCC019","X8042x16513","90","D10","TotalG","SARS","S",1.70845021025842
"CC002xCC021","X15156x1566","217","DRECHAL","IgG2ac","SARS","S",4.44011302182971
"CC002xCC021","X15156x1566","215","DRECHAL","IgG2ac","SARS","S",3.65929938418812
"CC002xCC021","X15156x1566","270","D15","IgG2ac","SARS","S",4.18505415876844
"CC040xCC015","X16557x3154","40","D29","IgG2ac","SARS","S",5.68485513886718
"NAxCC072","X15119x16521","28","D29","TotalG","SARS","N",5.21985158245707
"CC002xCC011","X15156x3252","98","DRECHAL","IgG2ac","SARS","S",4.37645399068248
"CC021xCC023","X1566x8043","56","D15","TotalG","SARS","N",-0.0149249229857699
"CC002xCC021","X15156x1566","287","D7","IgG2ac","SARS","S",2.7062538507115
"CC059xNA","X16012x15119","155","D15","IgG2ac","SARS","N",0.289623270845175
"CC063xCC002","X5391x15156","80","D15","TotalG","SARS","S",5.60252483924475
"CC002xCC021","X15156x1566","217","DRECHAL","TotalG","SARS","S",5.69504749397608
"CC037xCC046","X16072x5346","108","DRECHAL","IgG2ac","SARS","S",4.74584203329646
"CC029xCC071","X3564x16785","116","DRECHAL","TotalG","SARS","N",2.23987446120235
"CC009xCC040","X5489x16557","127","D29","IgG2ac","SARS","S",5.3135150660702
"CC027xCC036","X8027x477","87","D29","TotalG","SARS","S",6.27992355108907
"CC002xCC021","X15156x1566","216","DRECHAL","TotalG","SARS","S",5.40301484205625
"CC002xCC021","X15156x1566","215","DRECHAL","TotalG","SARS","S",4.96951150966008
"CC019xCC002","X16513x15156","99","DRECHAL","IgG2b","SARS","S",3.08622763957006
"CC002xCC021","X15156x1566","130","D29","TotalG","SARS","S",5.62055726715064
"CC002xCC021","X15156x1566","280","D15","TotalG","SARS","S",5.08283181209401
"CC002xCC021","X15156x1566","97","D15","TotalG","SARS","S",4.36556393194298
"CC037xCC046","X16072x5346","74","D15","IgG2ac","SARS","N",0.927282077978463
"CC043xCC037","X8021x16072","158","D15","TotalG","SARS","N",3.41089089916924
"CC008xNA","X8036x15489","53","D29","TotalG","SARS","S",5.41540400473996
"CC039xCC020","X15155x8054","118","DRECHAL","IgG2ac","SARS","N",0.406819630392087
"CC010xCC015","X8018x3154","5","D15","TotalG","NARS","N",4.16702861966881
"CC039xCC020","X15155x8054","117","DRECHAL","IgG2ac","SARS","N",0.352738112599468
"CC027xCC045","X8027x8045","154","D29","IgG2ac","SARS","S",0.0801792495381836
"CC039xCC020","X15155x8054","62","D15","IgG2ac","SARS","N",0.0945355362881133
"CC001xCC074","X13140x3015","43","D29","IgG2b","SARS","N",0.886575945256995
"CC043xCC037","X8021x16072","5","D29","IgG2ac","SARS","N",1.367643909451
"CC039xCC020","X15155x8054","125","D10","IgG2ac","SARS","N",-0.0569771212547195
"CC002xCC021","X15156x1566","102","D29","TotalG","SARS","S",5.6466714368631
"CC039xCC020","X15155x8054","117","DRECHAL","TotalG","SARS","N",0.688959339204155
"CC039xCC020","X15155x8054","127","D10","TotalG","SARS","N",1.54001929452215
