"A"	"X"
"1"	4.40035630187122	2.69682756099189
"2"	6.86415495380482	1.97421406273245
"3"	7.32665352413847	2.45635267468098
"4"	5.00880786036838	2.30081560252488
"5"	6.65038209989574	2.23157559720476
"6"	6.24648044883178	2.67974916905727
"7"	5.55330200831954	1.96637192649985
"8"	5.27528853423084	3.51594183654031
"9"	7.22983374755897	3.43335718775284
"10"	5.76523363922346	2.47514359231855
"11"	4.68940556500614	3.67769982887795
"12"	6.62069538548563	2.17358044244614
"13"	4.71155593321426	3.37581373367365
"14"	6.07544603301277	3.07856417470856
"15"	5.41118344284367	3.06073433904296
"16"	6.85391405680583	2.31860976024844
"17"	5.74780724041319	1.16097070458901
"18"	7.41809993421213	2.17954769699947
"19"	9.05283113089276	3.73246585878661
"20"	5.86754405051154	2.51098439692801
"21"	4.74667347266977	3.15204014935364
"22"	6.110352920431	2.21171254776918
"23"	5.17737863656669	3.52733245834113
"24"	4.74824164584566	2.75484200349522
"25"	5.26188464799495	2.05521446316924
"26"	6.44459283878724	3.50195619750959
"27"	5.93683027640852	1.71442429008657
"28"	4.92135665462995	1.8683391216382
"29"	6.31329032394989	2.37800587954168
"30"	5.5894781817234	1.50892215336817
"31"	5.26033269742742	2.10841239752349
"32"	6.33561673605207	2.32862791248494
"33"	6.63550412121626	2.14282955495469
"34"	3.82057703552612	2.16089760206986
"35"	4.93421353926587	2.82251723021869
"36"	4.88842680386356	2.82346898452528
"37"	6.69268761697593	2.59865264427811
"38"	5.51078140350286	2.32130406895259
"39"	4.28045479820082	3.30544050556988
"40"	5.31353870965869	8.24381459838589
"41"	5.45768491812265	3.14836480787608
"42"	4.80757504590411	0.980425012115855
"43"	5.84483234830477	5.75665895065771
"44"	5.94112643095595	2.838872149703
"45"	5.69244691357164	3.87572760996992
"46"	5.08284564931866	3.26533208488013
"47"	6.17720489983871	1.77040574640495
"48"	5.73588857739727	1.84451423696154
"49"	4.33860321960642	2.59192741603733
"50"	5.11870643122485	1.60383033577801
"51"	5.15528963049033	1.79178913898064
"52"	4.84033102934737	5.25704435268952
"53"	4.47042337808375	3.07868569844187
"54"	8.88510156101807	1.73074412722891
"55"	7.61079104349732	2.0191018633162
"56"	6.62408885670552	2.03308501445096
"57"	7.53344183809881	7.7307629689527
"58"	5.46644302905112	3.71936872416103
"59"	5.57691693205402	3.00793316229333
"60"	5.99944884663289	2.58191690781126
"61"	6.48648569870161	5.89284402656142
"62"	5.39807414973115	2.95595020470266
"63"	5.11353923069573	4.69335402305554
"64"	5.81235655825477	2.82579713622856
"65"	6.18514306225105	5.30532453835013
"66"	8.95201323459985	2.30490447206244
"67"	8.18435756806269	4.02073010586995
"68"	9.56834338820301	2.36222375993
"69"	4.95937813564461	1.07223737820431
"70"	5.37799896972462	0.791251260554203
"71"	5.37196570178296	2.79146818112523
"72"	7.73488716007049	2.88932337223442
"73"	6.94779699494458	2.97471399633338
"74"	6.04383533803507	3.86113149309998
"75"	6.47172673705093	1.25645756375668
"76"	6.21546659689577	2.71823030958013
"77"	5.72181272410719	1.70483917976513
"78"	4.94944970998795	3.07199285339292
"79"	5.90298382700069	2.94383944334152
"80"	5.20135895780201	3.39561942750663
"81"	4.57414796220518	1.90551155227712
"82"	6.30416046356718	1.83021374100227
"83"	3.70367418204745	3.2612104458381
"84"	7.89425512778492	3.6646291263632
"85"	3.33713801677822	2.9154642016846
"86"	4.35883169591901	2.43016411523387
"87"	5.74582827558982	1.64581408855789
"88"	7.43722606543293	2.66629684160787
"89"	6.47589624131673	3.37808866078004
"90"	5.23463080279634	3.26866322076551
"91"	4.75872649819166	2.93981733849234
"92"	9.07729728983693	1.79823236416682
"93"	6.46067729263285	4.5732494238289
"94"	6.98628869122416	4.04700003143746
"95"	4.52156159204147	3.69879525513092
"96"	4.94727947494697	2.50999173333381
"97"	5.93096472617198	2.78439367250747
"98"	4.83283308511794	4.63983286989116
"99"	7.23667735610586	2.57668697722628
"100"	5.00377889576319	2.07142575633255
