"A"	"X"
"1"	6.3172758107117	3.65949420866906
"2"	4.8080518574365	4.06908845108763
"3"	4.90159594707431	2.87162380698591
"4"	5.77654632159239	2.76446937306278
"5"	4.54600992317616	1.94553643984356
"6"	4.92961229617394	3.07751973447123
"7"	5.27636572831453	3.19254444158652
"8"	4.32719724240657	3.8983906808473
"9"	7.55878812004955	2.17621871608968
"10"	6.13946636158969	3.64100744733079
"11"	5.33977763609391	4.95835778822045
"12"	4.2656946678883	3.97059419944449
"13"	3.85461669466822	4.41898763666016
"14"	5.29196665598325	6.22121980030234
"15"	5.97786659179672	5.38822776002961
"16"	4.12316365166999	1.9284212982975
"17"	5.4796090771468	3.85623147263147
"18"	4.44381879150908	3.50766622535934
"19"	4.98323000589749	4.61827431718404
"20"	5.60166172603542	2.91433146050446
"21"	5.99070324921515	3.67731800475134
"22"	4.72449002118507	4.53110792374646
"23"	6.31480045848974	3.28266492507701
"24"	4.34866732517414	2.70054489987151
"25"	4.69641764976945	3.42203102165327
"26"	4.33579840834112	2.84821121358043
"27"	4.45357295782421	2.05889665451308
"28"	5.69024825642128	2.70381570202314
"29"	8.200523784536	4.74703064784859
"30"	3.7220071005953	3.92841650163066
"31"	5.27570178307089	4.63765479749911
"32"	5.10728494536809	3.21275763916768
"33"	5.17704762348056	2.57598090843475
"34"	5.3445026775178	1.96003985067128
"35"	6.85417067276894	4.29722426203611
"36"	7.25609555649617	2.13390350626202
"37"	4.22068106348537	3.66349808314765
"38"	6.67382194120979	2.90862769434089
"39"	4.20097617164775	3.1483643644176
"40"	4.02244469660234	3.80888960365482
"41"	6.1914605726653	4.35447072503265
"42"	4.41639619313395	2.74834052528385
"43"	6.82303554478776	6.90597830150701
"44"	5.69471045326481	3.40756284640231
"45"	5.91961528012187	4.99442368851639
"46"	6.03999204273441	3.01122724914263
"47"	5.86178225022946	2.95895401310893
"48"	4.37792462348203	2.93600379527409
"49"	3.9457534428929	2.11179470143529
"50"	4.36250215569532	4.2543524061534
"51"	4.60438925896069	2.01265146662348
"52"	4.28185233013883	3.41266127553534
"53"	4.7528904284877	2.59592627942466
"54"	7.21228923963663	1.78464717168384
"55"	4.2516813714949	2.03078541688042
"56"	6.71414522910061	3.45023665612513
"57"	6.4208344546293	4.19617793540872
"58"	5.56942682103452	5.81510600221654
"59"	4.5556548103795	5.73049356884054
"60"	6.03273626370765	2.90318373524413
"61"	5.06371119398294	1.70974622642314
"62"	4.60518331352228	1.91457001765816
"63"	3.8925502746009	4.06547457918951
"64"	6.09102759888923	6.28509670826984
"65"	5.44771198297467	3.31400844414255
"66"	4.18851732361951	1.76009779423011
"67"	5.85857268533057	2.99768197431108
"68"	6.16843729556746	2.73776721456488
"69"	4.57636366558285	2.36394491675865
"70"	5.0436761839024	3.10147961672538
"71"	5.31237263884072	4.99916186225262
"72"	4.72578367364207	2.75128072013933
"73"	4.41479941508142	2.42365867858646
"74"	6.00277565334407	3.88001022652932
"75"	7.04327341862452	2.57704540532779
"76"	4.62928118197916	3.8753664983703
"77"	6.93622003022053	4.61398112192721
"78"	3.76970925471964	3.60441802893879
"79"	5.72621588672326	3.4449922810459
"80"	6.72149197108745	1.81535671397081
"81"	7.28684249942912	4.87222465291406
"82"	4.68964909767058	3.67522387617965
"83"	4.47709473643198	3.90800164669143
"84"	5.26185411697709	3.06487989214622
"85"	3.69126584227993	1.85590387431071
"86"	5.48595594939729	3.49144375632653
"87"	4.0474548082053	3.66759983244006
"88"	5.45803203034374	2.42954277923806
"89"	6.33376957583293	3.09200054221936
"90"	4.00588972525211	2.05391091443063
"91"	4.68083244257821	2.88924351020283
"92"	4.24772389905029	4.41142946789088
"93"	6.41068838339817	2.38590048634324
"94"	4.50330036521359	2.25097538807164
"95"	4.32544796818537	1.63568881654472
"96"	5.09858339755242	4.99852918445418
"97"	4.87926825213295	3.04574802058452
"98"	4.9316112353078	3.09857785851803
"99"	7.72960511952215	3.01451829435726
"100"	4.43291152756758	3.86151583770472
